"","Season","League","FG","FGA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1","2016-17","NBA","39.0","85.4","17.8","23.1","10.1","33.4","43.5","22.6","7.7","4.7","14.0","19.9","105.6"
